ensembl,gene_exp,Affinity,Class,disease_score,disgenet_score,pathways,kinaseness
ENSP00000250351,0.0,0.0,0.0,0.0,0.0,32.0,1.0
v64,0.0,0.0,0.0,0.0,0.0,247.0,0.0
v454,0.0,0.0,0.0,0.0,0.0,104.0,0.0
ENSP00000250896,0.0,5.6715422910000015,0.0,0.0,0.0,109.0,2.0
v139,0.0,0.0,0.0,0.0,0.0,103.0,0.0
v342,0.0,0.0,0.0,0.0,0.0,31.0,0.0
ENSP00000251166,0.0,0.0,0.0,0.0,0.0,11.0,1.0
v996,0.0,0.0,0.0,0.0,0.0,108.0,0.0
v1157,0.0,0.0,0.0,0.0,0.0,232.0,0.0
v467,0.0,0.0,0.0,0.0,0.0,78.0,0.0
ENSP00000251343,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSP00000251472,0.0,0.0,0.0,0.0,0.0,124.0,2.0
v300,0.0,0.0,0.0,0.0,0.0,219.0,0.0
ENSP00000251691,0.0,0.0,0.0,0.0,0.0,38.0,1.0
ENSP00000251849,0.0,5.063682312,0.0,0.0,0.0,68.0,2.0
v180,0.0,0.0,0.0,0.0,0.0,4.0,0.0
v787,-1.0,0.0,0.0,0.0,0.0,141.0,0.0
v490,0.0,0.0,0.0,0.0,0.0,23.0,0.0
ENSP00000252100,0.0,0.0,0.0,0.0,0.0,11.0,1.0
v43,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v693,0.0,0.0,0.0,0.0,0.0,61.0,0.0
v463,0.0,0.0,0.0,0.0,0.0,19.0,0.0
ENSP00000252590,0.0,0.0,0.0,0.0,0.0,173.0,1.0
v772,0.0,0.0,0.0,0.0,0.0,112.0,0.0
v863,0.0,0.0,0.0,0.0,0.0,116.0,0.0
ENSP00000252809,0.0,0.0,0.0,0.0,0.0,80.0,1.0
v679,0.0,0.0,0.0,0.0,0.0,208.0,0.0
v482,0.0,0.0,0.0,0.0,0.0,69.0,0.0
v240,0.0,0.0,0.0,0.0,0.0,237.0,0.0
ENSP00000253055,0.0,4.588047801,0.0,0.0,0.0,273.0,2.0
v579,0.0,0.0,0.0,0.0,0.0,230.0,0.0
v766,0.0,0.0,0.0,0.0,0.0,8.0,0.0
ENSP00000253159,0.0,0.0,0.0,0.0,0.0,129.0,1.0
ENSP00000253401,-1.0,0.0,0.0,0.0,0.0,83.0,1.0
v569,0.0,0.0,0.0,0.0,0.0,36.0,0.0
v487,0.0,0.0,0.0,0.0,0.0,6.0,0.0
v1040,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSP00000253925,1.0,0.0,0.0,0.0,0.0,3.0,1.0
v716,0.0,0.0,0.0,0.0,0.0,43.0,0.0
v539,0.0,0.0,0.0,0.0,0.0,270.0,0.0
v479,0.0,0.0,0.0,0.0,0.0,141.0,0.0
v200,0.0,0.0,0.0,0.0,0.0,194.0,0.0
ENSP00000254488,-1.0,0.0,0.0,0.0,0.0,0.0,1.0
v938,0.0,0.0,0.0,0.0,0.0,136.0,0.0
v541,0.0,0.0,0.0,0.0,0.0,9.0,0.0
v565,0.0,0.0,0.0,0.0,0.0,25.0,0.0
v309,0.0,0.0,0.0,0.0,0.0,12.0,0.0
ENSP00000254854,0.0,0.0,0.0,0.0,0.0,89.0,2.0
ENSP00000254898,0.0,0.0,0.0,0.0,0.0,30.0,1.0
v275,-1.0,0.0,0.0,0.0,0.0,76.0,0.0
ENSP00000255082,0.0,0.0,0.0,0.0,0.0,15.0,1.0
v238,0.0,0.0,0.0,0.0,0.0,13.0,0.0
v1184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v276,1.0,0.0,0.0,0.0,0.0,203.0,0.0
ENSP00000255448,0.0,4.849485002,0.0,0.0,0.0,78.0,2.0
v176,0.0,0.0,0.0,0.0,0.0,124.0,0.0
ENSP00000255641,0.0,4.8341698730000005,0.0,0.0,0.0,108.0,2.0
v908,0.0,0.0,0.0,0.0,0.0,105.0,0.0
ENSP00000255688,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSP00000255695,0.0,0.0,0.0,0.0,0.0,91.0,1.0
v553,0.0,0.0,0.0,0.0,0.0,90.0,0.0
v224,0.0,0.0,0.0,0.0,0.0,118.0,0.0
v220,0.0,0.0,0.0,0.0,0.0,30.0,0.0
v685,0.0,0.0,0.0,0.0,0.0,117.0,0.0
v808,0.0,0.0,0.0,0.0,0.0,37.0,0.0
v172,0.0,0.0,0.0,0.0,0.0,206.0,0.0
v512,0.0,0.0,0.0,0.0,0.0,112.0,0.0
v280,0.0,0.0,0.0,0.0,0.0,27.0,0.0
ENSP00000256443,0.0,5.0,0.0,0.0,0.0,149.0,2.0
ENSP00000256458,0.0,0.0,0.0,0.0,0.0,76.0,2.0
ENSP00000256460,0.0,4.837071277,0.0,0.0,0.0,78.0,2.0
v436,0.0,0.0,0.0,0.0,0.0,31.0,0.0
ENSP00000256797,0.0,0.0,0.0,0.0,0.0,273.0,2.0
v277,0.0,0.0,0.0,0.0,0.0,52.0,0.0
ENSP00000256999,1.0,0.0,0.0,0.0,0.0,69.0,1.0
ENSP00000257290,0.0,5.437675897,0.0,0.0,0.0,68.0,2.0
v596,0.0,0.0,0.0,0.0,0.0,92.0,0.0
v937,0.0,0.0,0.0,0.0,0.0,273.0,0.0
ENSP00000257696,0.0,0.0,0.0,0.0,0.0,66.0,1.0
v69,0.0,0.0,0.0,0.0,0.0,41.0,0.0
ENSP00000257861,0.0,0.0,0.0,0.0,0.0,17.0,1.0
ENSP00000257863,0.0,0.0,0.0,0.0,0.0,5.0,2.0
v662,0.0,0.0,0.0,0.0,0.0,208.0,0.0
ENSP00000257904,0.0,0.0,0.0,0.0,0.0,68.0,2.0
v723,0.0,0.0,0.0,0.0,0.0,62.0,0.0
v962,0.0,0.0,0.0,0.0,0.0,208.0,0.0
v641,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v389,0.0,0.0,0.0,0.0,0.0,208.0,0.0
v103,0.0,0.0,0.0,0.0,0.0,182.0,0.0
ENSP00000258381,0.0,0.0,0.0,0.0,0.0,51.0,1.0
v983,0.0,0.0,0.0,0.0,0.0,117.0,0.0
ENSP00000258418,-1.0,0.0,0.0,0.0,0.0,53.0,1.0
v264,0.0,0.0,0.0,0.0,0.0,28.0,0.0
ENSP00000258534,0.0,0.0,0.0,0.0,0.0,63.0,1.0
ENSP00000258704,0.0,0.0,0.0,0.0,0.0,153.0,1.0
v589,0.0,0.0,0.0,0.0,0.0,133.0,0.0
ENSP00000258774,1.0,0.0,0.0,0.0,0.0,153.0,1.0
v572,0.0,0.0,0.0,0.0,0.0,116.0,0.0
v606,0.0,0.0,0.0,0.0,0.0,115.0,0.0
ENSP00000258888,0.0,0.0,0.0,0.0,0.0,105.0,2.0
ENSP00000259037,1.0,0.0,0.0,0.0,0.0,43.0,1.0
v509,0.0,0.0,0.0,0.0,0.0,108.0,0.0
ENSP00000259089,0.0,6.214226041,1.0,0.0,0.0,116.0,2.0
v185,0.0,0.0,0.0,0.0,0.0,146.0,0.0
v1053,0.0,0.0,0.0,0.0,0.0,150.0,0.0
ENSP00000259605,0.0,0.0,0.0,0.0,0.0,281.0,1.0
v334,0.0,0.0,0.0,0.0,0.0,80.0,0.0
v817,0.0,0.0,0.0,0.0,0.0,143.0,0.0
ENSP00000259750,0.0,0.0,0.0,0.0,0.0,78.0,2.0
v90,0.0,0.0,0.0,0.0,0.0,4.0,0.0
ENSP00000259808,0.0,5.0,0.0,0.0,0.0,76.0,2.0
v170,0.0,0.0,0.0,0.0,0.0,203.0,0.0
ENSP00000259989,0.0,0.0,0.0,0.0,0.0,0.0,1.0
v775,0.0,0.0,0.0,0.0,0.0,208.0,0.0
ENSP00000260184,0.0,0.0,0.0,0.0,0.0,0.0,1.0
v424,0.0,0.0,0.0,0.0,0.0,66.0,0.0
ENSP00000260264,0.0,0.0,0.0,0.0,0.0,132.0,1.0
ENSP00000260276,0.0,0.0,0.0,0.0,0.0,0.0,1.0
v895,0.0,0.0,0.0,0.0,0.0,25.0,0.0
v259,0.0,0.0,0.0,0.0,0.0,121.0,0.0
ENSP00000260743,0.0,0.0,0.0,0.0,0.0,45.0,1.0
v371,0.0,0.0,0.0,0.0,0.0,206.0,0.0
ENSP00000260953,0.0,0.0,0.0,0.0,0.0,125.0,1.0
v470,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSP00000261170,0.0,0.0,0.0,0.0,0.0,89.0,2.0
v853,0.0,0.0,0.0,0.0,0.0,102.0,0.0
v353,0.0,0.0,0.0,0.0,0.0,10.0,0.0
v406,0.0,0.0,0.0,0.0,0.0,114.0,0.0
ENSP00000261211,0.0,5.0,0.0,0.0,0.0,124.0,2.0
ENSP00000261233,0.0,5.0,0.0,0.0,0.0,68.0,2.0
v965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSP00000261336,0.0,0.0,0.0,0.0,0.0,38.0,1.0
v251,0.0,0.0,0.0,0.0,0.0,63.0,0.0
ENSP00000261402,0.0,4.80708153,0.0,0.0,0.0,74.0,2.0
ENSP00000261448,1.0,0.0,0.0,0.0,0.0,68.0,1.0
v597,0.0,0.0,0.0,0.0,0.0,273.0,0.0
v701,0.0,0.0,0.0,0.0,0.0,273.0,0.0
v533,0.0,0.0,0.0,0.0,0.0,145.0,0.0
v1084,0.0,0.0,0.0,0.0,0.0,118.0,0.0
ENSP00000261517,-1.0,0.0,0.0,0.0,0.0,88.0,1.0
v1152,0.0,0.0,0.0,0.0,0.0,206.0,0.0
ENSP00000261556,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSP00000261596,-1.0,0.0,0.0,0.0,0.0,115.0,1.0
v1004,0.0,0.0,0.0,0.0,0.0,38.0,0.0
ENSP00000261658,0.0,0.0,0.0,0.0,0.0,19.0,1.0
v347,0.0,0.0,0.0,0.0,0.0,63.0,0.0
v72,0.0,0.0,0.0,0.0,0.0,78.0,0.0
ENSP00000261716,0.0,4.529318489,0.0,0.0,0.0,273.0,2.0
ENSP00000261739,0.0,0.0,0.0,0.0,0.0,0.0,1.0
v819,0.0,0.0,0.0,0.0,0.0,17.0,0.0
v1079,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSP00000261799,0.0,5.286277876000001,0.0,0.0,0.0,68.0,2.0
v666,0.0,0.0,0.0,0.0,0.0,184.0,0.0
v752,0.0,0.0,0.0,0.0,0.0,232.0,0.0
ENSP00000261845,0.0,5.0,0.0,0.0,0.0,109.0,2.0
v458,0.0,0.0,0.0,0.0,0.0,101.0,0.0
v25,0.0,0.0,0.0,0.0,0.0,288.0,0.0
v836,0.0,0.0,0.0,0.0,0.0,31.0,0.0
v427,0.0,0.0,0.0,0.0,0.0,33.0,0.0
ENSP00000261891,0.0,5.070192961,0.0,0.0,0.0,63.0,2.0
ENSP00000261937,0.0,5.538632853999999,0.0,0.0,0.0,68.0,2.0
v708,0.0,0.0,0.0,0.0,0.0,170.0,0.0
v768,0.0,0.0,0.0,0.0,0.0,120.0,0.0
v163,0.0,0.0,0.0,0.0,0.0,63.0,0.0
v465,0.0,0.0,0.0,0.0,0.0,19.0,0.0
v410,0.0,0.0,0.0,0.0,0.0,26.0,0.0
v197,0.0,0.0,0.0,0.0,0.0,31.0,0.0
v285,0.0,0.0,0.0,0.0,0.0,30.0,0.0
v372,0.0,0.0,0.0,0.0,0.0,63.0,0.0
ENSP00000262300,0.0,5.268801001,0.0,0.0,0.0,61.0,2.0
v637,0.0,0.0,0.0,0.0,0.0,157.0,0.0
v282,0.0,0.0,0.0,0.0,0.0,273.0,0.0
v598,-1.0,0.0,0.0,0.0,0.0,108.0,0.0
v323,0.0,0.0,0.0,0.0,0.0,16.0,0.0
ENSP00000262450,0.0,0.0,0.0,0.0,0.0,124.0,1.0
ENSP00000262483,0.0,0.0,0.0,0.0,0.0,229.0,1.0
ENSP00000262506,0.0,4.588047801,0.0,0.0,0.0,132.0,2.0
v324,0.0,0.0,0.0,0.0,0.0,115.0,0.0
v506,0.0,0.0,0.0,0.0,0.0,87.0,0.0
v534,0.0,0.0,0.0,0.0,0.0,251.0,0.0
ENSP00000262752,0.0,0.0,0.0,0.0,0.0,109.0,2.0
v913,0.0,0.0,0.0,0.0,0.0,267.0,0.0
ENSP00000262811,0.0,0.0,0.0,0.0,0.0,109.0,2.0
ENSP00000262848,0.0,4.588047801,0.0,0.0,0.0,17.0,2.0
ENSP00000262891,0.0,4.588047801,0.0,0.0,0.0,0.0,2.0
ENSP00000262947,0.0,0.0,0.0,0.0,0.0,76.0,1.0
ENSP00000262948,0.0,4.588047801,0.0,0.0,0.0,273.0,2.0
ENSP00000263025,0.0,4.588047801,0.0,0.0,0.0,109.0,2.0
ENSP00000263026,0.0,0.0,0.0,0.0,0.0,47.0,2.0
ENSP00000263056,0.0,5.2530933630000005,0.0,0.0,0.0,109.0,2.0
v590,0.0,0.0,0.0,0.0,0.0,16.0,0.0
ENSP00000263125,0.0,5.0,0.0,0.0,0.0,5.0,2.0
v1136,0.0,0.0,0.0,0.0,0.0,137.0,0.0
ENSP00000263196,0.0,0.0,0.0,0.0,0.0,38.0,1.0
ENSP00000263317,1.0,0.0,0.0,0.0,0.0,68.0,1.0
ENSP00000263383,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSP00000263384,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSP00000263431,0.0,5.1885136439999995,0.0,0.0,0.0,78.0,2.0
v977,0.0,0.0,0.0,0.0,0.0,60.0,0.0
ENSP00000263640,0.0,4.588047801,0.0,0.0,0.0,68.0,2.0
v636,0.0,0.0,0.0,0.0,0.0,55.0,0.0
v399,0.0,0.0,0.0,0.0,0.0,141.0,0.0
v278,0.0,0.0,0.0,0.0,0.0,173.0,0.0
v652,0.0,0.0,0.0,0.0,0.0,9.0,0.0
v204,0.0,0.0,0.0,0.0,0.0,96.0,0.0
ENSP00000263776,0.0,0.0,0.0,0.0,0.0,150.0,1.0
ENSP00000263791,0.0,0.0,0.0,0.0,0.0,68.0,2.0
v192,0.0,0.0,0.0,0.0,0.0,203.0,0.0
ENSP00000263798,0.0,5.2010944630000004,0.0,0.0,0.0,76.0,2.0
ENSP00000263800,0.0,5.877009349,0.0,0.0,0.0,17.0,2.0
ENSP00000263826,0.0,5.177282508999999,0.0,0.0,0.0,109.0,2.0
ENSP00000263881,0.0,5.0,0.0,0.0,0.0,109.0,2.0
v184,0.0,0.0,0.0,0.0,0.0,16.0,0.0
ENSP00000263923,0.0,5.512827289,0.0,0.0,0.0,64.0,2.0
v795,1.0,0.0,0.0,0.0,0.0,198.0,0.0
ENSP00000263955,0.0,5.008957382,0.0,0.0,0.0,63.0,2.0
ENSP00000263967,0.0,0.0,0.0,0.0,0.0,68.0,2.0
ENSP00000263991,0.0,0.0,0.0,0.0,0.0,58.0,1.0
v422,0.0,0.0,0.0,0.0,0.0,11.0,0.0
v435,0.0,0.0,0.0,0.0,0.0,1.0,0.0
v975,0.0,0.0,0.0,0.0,0.0,214.0,0.0
v317,0.0,0.0,0.0,0.0,0.0,104.0,0.0
v658,0.0,0.0,0.0,0.0,0.0,65.0,0.0
ENSP00000264316,0.0,5.278749105,0.0,0.0,0.0,116.0,2.0
v599,0.0,0.0,0.0,0.0,0.0,108.0,0.0
ENSP00000264387,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSP00000264399,0.0,4.588047801,0.0,0.0,0.0,76.0,2.0
ENSP00000264400,0.0,0.0,0.0,0.0,0.0,76.0,1.0
ENSP00000264434,0.0,0.0,0.0,0.0,0.0,0.0,1.0
v918,0.0,0.0,0.0,0.0,0.0,120.0,0.0
v897,0.0,0.0,0.0,0.0,0.0,92.0,0.0
v1018,0.0,0.0,0.0,0.0,0.0,26.0,0.0
ENSP00000264703,0.0,0.0,0.0,0.0,0.0,30.0,1.0
v763,0.0,0.0,0.0,0.0,0.0,203.0,0.0
v695,0.0,0.0,0.0,0.0,0.0,164.0,0.0
v880,0.0,0.0,0.0,0.0,0.0,6.0,0.0
ENSP00000264833,1.0,0.0,0.0,0.0,0.0,10.0,1.0
v559,0.0,0.0,0.0,0.0,0.0,210.0,0.0
v168,0.0,0.0,0.0,0.0,0.0,27.0,0.0
v137,0.0,0.0,0.0,0.0,0.0,40.0,0.0
ENSP00000264972,0.0,5.035476551,0.0,0.0,0.0,116.0,2.0
ENSP00000264993,0.0,0.0,0.0,0.0,0.0,150.0,1.0
ENSP00000265026,0.0,0.0,0.0,0.0,0.0,21.0,2.0
v1179,0.0,0.0,0.0,0.0,0.0,21.0,0.0
v378,0.0,0.0,0.0,0.0,0.0,27.0,0.0
v129,0.0,0.0,0.0,0.0,0.0,31.0,0.0
v288,0.0,0.0,0.0,0.0,0.0,30.0,0.0
v632,0.0,0.0,0.0,0.0,0.0,20.0,0.0
v370,-1.0,0.0,0.0,0.0,0.0,153.0,0.0
ENSP00000265334,0.0,0.0,0.0,0.0,0.0,17.0,2.0
v325,0.0,0.0,0.0,0.0,0.0,80.0,0.0
ENSP00000265437,0.0,0.0,0.0,0.0,0.0,0.0,1.0
v557,1.0,0.0,0.0,0.0,0.0,34.0,0.0
ENSP00000265598,1.0,0.0,0.0,0.0,0.0,76.0,1.0
v431,0.0,0.0,0.0,0.0,0.0,22.0,0.0
ENSP00000265641,1.0,0.0,0.0,0.0,0.0,91.0,1.0
ENSP00000265734,0.0,0.0,0.0,0.0,0.0,61.0,2.0
ENSP00000265769,0.0,0.0,0.0,0.0,0.0,113.0,1.0
v164,0.0,0.0,0.0,0.0,0.0,109.0,0.0
v420,0.0,0.0,0.0,0.0,0.0,20.0,0.0
v821,0.0,0.0,0.0,0.0,0.0,92.0,0.0
v887,0.0,0.0,0.0,0.0,0.0,180.0,0.0
ENSP00000265944,0.0,5.0,0.0,0.0,0.0,3.0,2.0
ENSP00000265981,0.0,0.0,0.0,0.0,0.0,168.0,1.0
v390,0.0,0.0,0.0,0.0,0.0,42.0,0.0
ENSP00000266037,0.0,0.0,0.0,0.0,0.0,80.0,1.0
v674,0.0,0.0,0.0,0.0,0.0,210.0,0.0
v1039,0.0,0.0,0.0,0.0,0.0,92.0,0.0
ENSP00000266086,0.0,0.0,0.0,0.0,0.0,10.0,1.0
v242,0.0,0.0,0.0,0.0,0.0,237.0,0.0
ENSP00000266263,0.0,0.0,0.0,0.0,0.0,0.0,1.0
v484,0.0,0.0,0.0,0.0,0.0,132.0,0.0
ENSP00000266534,1.0,0.0,0.0,0.0,0.0,102.0,1.0
v635,0.0,0.0,0.0,0.0,0.0,237.0,0.0
ENSP00000266581,0.0,0.0,0.0,0.0,0.0,55.0,1.0
v746,0.0,0.0,0.0,0.0,0.0,11.0,0.0
v380,0.0,0.0,0.0,0.0,0.0,20.0,0.0
v124,0.0,0.0,0.0,0.0,0.0,281.0,0.0
ENSP00000266646,0.0,0.0,0.0,0.0,0.0,64.0,1.0
ENSP00000266712,1.0,0.0,0.0,0.0,0.0,10.0,1.0
v252,0.0,0.0,0.0,0.0,0.0,41.0,0.0
ENSP00000266970,0.0,4.743766401999999,0.0,0.0,0.0,68.0,2.0
ENSP00000267101,0.0,5.958607315,0.0,0.0,0.0,68.0,2.0
v846,0.0,0.0,0.0,0.0,0.0,17.0,0.0
v100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1086,0.0,0.0,0.0,0.0,0.0,80.0,0.0
v621,0.0,0.0,0.0,0.0,0.0,97.0,0.0
v502,0.0,0.0,0.0,0.0,0.0,129.0,0.0
v202,0.0,0.0,0.0,0.0,0.0,53.0,0.0
v698,0.0,0.0,0.0,0.0,0.0,86.0,0.0
ENSP00000267890,0.0,0.0,0.0,0.0,0.0,0.0,2.0
v600,0.0,0.0,0.0,0.0,0.0,281.0,0.0
ENSP00000268035,0.0,5.132943424,0.0,0.0,0.0,116.0,2.0
ENSP00000268154,0.0,0.0,0.0,0.0,0.0,0.0,1.0
v182,0.0,0.0,0.0,0.0,0.0,144.0,0.0
v1093,0.0,0.0,0.0,0.0,0.0,210.0,0.0
ENSP00000268766,0.0,0.0,0.0,0.0,0.0,5.0,2.0
ENSP00000268793,0.0,0.0,0.0,0.0,0.0,20.0,1.0
v757,0.0,0.0,0.0,0.0,0.0,118.0,0.0
ENSP00000269053,0.0,0.0,0.0,0.0,0.0,46.0,1.0
v130,0.0,0.0,0.0,0.0,0.0,249.0,0.0
v644,0.0,0.0,0.0,0.0,0.0,208.0,0.0
v801,0.0,0.0,0.0,0.0,0.0,247.0,0.0
ENSP00000269445,0.0,0.0,0.0,0.0,0.0,52.0,1.0
ENSP00000269571,0.0,5.89621817,0.0,0.0,0.0,68.0,2.0
v1101,0.0,0.0,0.0,0.0,0.0,249.0,0.0
v911,0.0,0.0,0.0,0.0,0.0,24.0,0.0
ENSP00000270112,0.0,0.0,0.0,0.0,0.0,52.0,2.0
ENSP00000270162,0.0,5.0,0.0,0.0,0.0,144.0,2.0
ENSP00000270176,0.0,0.0,0.0,0.0,0.0,15.0,2.0
v221,0.0,0.0,0.0,0.0,0.0,116.0,0.0
v1085,0.0,0.0,0.0,0.0,0.0,20.0,0.0
ENSP00000270238,0.0,0.0,0.0,0.0,0.0,116.0,2.0
ENSP00000270357,0.0,0.0,0.0,0.0,0.0,120.0,1.0
ENSP00000270502,1.0,0.0,0.0,0.0,0.0,86.0,1.0
v618,0.0,0.0,0.0,0.0,0.0,116.0,0.0
ENSP00000270645,0.0,0.0,0.0,0.0,0.0,0.0,1.0
v683,0.0,0.0,0.0,0.0,0.0,70.0,0.0
ENSP00000270861,0.0,5.240415466,0.0,0.0,0.0,0.0,2.0
ENSP00000271064,0.0,0.0,0.0,0.0,0.0,114.0,1.0
ENSP00000271139,0.0,0.0,0.0,0.0,0.0,0.0,1.0
v1124,0.0,0.0,0.0,0.0,0.0,30.0,0.0
v932,0.0,0.0,0.0,0.0,0.0,30.0,0.0
v998,0.0,0.0,0.0,0.0,0.0,173.0,0.0
v899,0.0,0.0,0.0,0.0,0.0,24.0,0.0
ENSP00000271835,0.0,0.0,0.0,0.0,0.0,39.0,1.0
ENSP00000271843,0.0,0.0,0.0,0.0,0.0,80.0,1.0
ENSP00000272223,0.0,0.0,0.0,0.0,0.0,53.0,1.0
v1082,0.0,0.0,0.0,0.0,0.0,188.0,0.0
ENSP00000272433,0.0,0.0,0.0,0.0,0.0,8.0,1.0
v1056,0.0,0.0,0.0,0.0,0.0,47.0,0.0
v438,0.0,0.0,0.0,0.0,0.0,40.0,0.0
ENSP00000272643,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSP00000272732,0.0,0.0,0.0,0.0,0.0,103.0,1.0
v1072,0.0,0.0,0.0,0.0,0.0,10.0,0.0
v850,0.0,0.0,0.0,0.0,0.0,168.0,0.0
ENSP00000273075,0.0,0.0,0.0,0.0,0.0,34.0,1.0
v901,0.0,0.0,0.0,0.0,0.0,208.0,0.0
ENSP00000273857,0.0,0.0,0.0,0.0,0.0,237.0,1.0
v1000,0.0,0.0,0.0,0.0,0.0,44.0,0.0
v244,0.0,0.0,0.0,0.0,0.0,28.0,0.0
ENSP00000273980,0.0,0.0,0.0,0.0,0.0,231.0,2.0
v865,0.0,0.0,0.0,0.0,0.0,55.0,0.0
v393,0.0,0.0,0.0,0.0,0.0,38.0,0.0
v857,0.0,0.0,0.0,0.0,0.0,60.0,0.0
ENSP00000274289,0.0,4.176095602,0.0,0.0,0.0,61.0,2.0
v1071,0.0,0.0,0.0,0.0,0.0,74.0,0.0
v258,0.0,0.0,0.0,0.0,0.0,67.0,0.0
v121,0.0,0.0,0.0,0.0,0.0,56.0,0.0
ENSP00000274532,0.0,0.0,0.0,0.0,0.0,0.0,1.0
v1017,0.0,0.0,0.0,0.0,0.0,4.0,0.0
ENSP00000274643,0.0,5.0,0.0,0.0,0.0,118.0,2.0
v884,0.0,0.0,0.0,0.0,0.0,294.0,0.0
ENSP00000274787,0.0,0.0,0.0,0.0,0.0,96.0,1.0
ENSP00000275493,0.0,9.023722768999999,2.0,1.062,0.7,109.0,2.0
v1142,0.0,0.0,0.0,0.0,0.0,10.0,0.0
ENSP00000275815,0.0,5.033636953999999,0.0,0.0,0.0,129.0,2.0
v495,0.0,0.0,0.0,0.0,0.0,67.0,0.0
ENSP00000276052,0.0,5.0,0.0,0.0,0.0,124.0,2.0
ENSP00000276055,1.0,0.0,0.0,0.0,0.0,168.0,1.0
v514,0.0,0.0,0.0,0.0,0.0,3.0,0.0
v415,0.0,0.0,0.0,0.0,0.0,38.0,0.0
v448,0.0,0.0,0.0,0.0,0.0,41.0,0.0
ENSP00000276569,0.0,0.0,0.0,0.0,0.0,11.0,1.0
ENSP00000276616,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ENSP00000276704,0.0,0.0,0.0,0.0,0.0,82.0,1.0
ENSP00000277120,0.0,5.0860270739999995,0.0,0.0,0.0,109.0,2.0
ENSP00000277225,1.0,0.0,0.0,0.0,0.0,153.0,1.0
ENSP00000277554,0.0,0.0,0.0,0.0,0.0,21.0,1.0
v229,0.0,0.0,0.0,0.0,0.0,82.0,0.0
v369,0.0,0.0,0.0,0.0,0.0,144.0,0.0
v940,0.0,0.0,0.0,0.0,0.0,208.0,0.0
v257,0.0,0.0,0.0,0.0,0.0,68.0,0.0
v697,0.0,0.0,0.0,0.0,0.0,91.0,0.0
ENSP00000278550,1.0,0.0,0.0,0.0,0.0,5.0,1.0
ENSP00000278568,0.0,4.718766402,0.0,0.0,0.0,109.0,2.0
v1027,0.0,0.0,0.0,0.0,0.0,140.0,0.0
v893,0.0,0.0,0.0,0.0,0.0,124.0,0.0
ENSP00000278616,0.0,0.0,0.0,0.0,0.0,68.0,2.0
v976,0.0,0.0,0.0,0.0,0.0,12.0,0.0
v549,0.0,0.0,0.0,0.0,0.0,13.0,0.0
ENSP00000279441,1.0,0.0,0.0,0.0,0.0,7.0,1.0
v934,0.0,0.0,0.0,0.0,0.0,9.0,0.0
v767,0.0,0.0,0.0,0.0,0.0,52.0,0.0
v628,0.0,0.0,0.0,0.0,0.0,113.0,0.0
ENSP00000280350,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSP00000280481,1.0,0.0,0.0,0.0,0.0,174.0,1.0
ENSP00000280527,0.0,0.0,0.0,0.0,0.0,116.0,1.0
ENSP00000280606,0.0,0.0,0.0,0.0,0.0,58.0,1.0
ENSP00000280665,-1.0,0.0,0.0,0.0,0.0,84.0,1.0
ENSP00000280800,0.0,0.0,0.0,0.0,0.0,103.0,1.0
v956,0.0,0.0,0.0,0.0,0.0,55.0,0.0
ENSP00000281092,0.0,5.036508512,0.0,0.0,0.0,116.0,2.0
v53,0.0,0.0,0.0,0.0,0.0,20.0,0.0
ENSP00000281154,0.0,0.0,0.0,0.0,0.0,0.0,1.0
v584,0.0,0.0,0.0,0.0,0.0,97.0,0.0
ENSP00000281441,0.0,0.0,0.0,0.0,0.0,0.0,1.0
v142,0.0,0.0,0.0,0.0,0.0,78.0,0.0
ENSP00000281523,0.0,0.0,0.0,0.0,0.0,3.0,1.0
v348,1.0,0.0,0.0,0.0,0.0,54.0,0.0
v84,0.0,0.0,0.0,0.0,0.0,25.0,0.0
v724,0.0,0.0,0.0,0.0,0.0,17.0,0.0
ENSP00000281821,0.0,4.840206574,0.0,0.0,0.0,68.0,2.0
v287,0.0,0.0,0.0,0.0,0.0,11.0,0.0
ENSP00000282026,-1.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSP00000282146,0.0,0.0,0.0,0.0,0.0,52.0,1.0
ENSP00000282356,0.0,5.020079846000001,0.0,0.0,0.0,210.0,2.0
ENSP00000282397,0.0,5.416688537000001,0.0,0.0,0.0,68.0,2.0
v921,0.0,0.0,0.0,0.0,0.0,20.0,0.0
